cust_id,count_accts,cm_age,flag_top_ed_spender,flag_cust_fee_paid_6m,pre6m_cust_spend,pre6m_cust_roc_cnt,pre6m_cust_non_disc_amt,pre6m_cust_non_disc_cnt,pre6m_cust_disc_amt,pre6m_cust_disc_cnt,pre6m_cust_outbound_amt,pre6m_cust_online_amt,pre6m_cust_online_cnt,pre6m_cust_travel_amt,pre6m_cust_travel_cnt,pre6m_cust_retail_amt,pre6m_cust_retail_cnt,pre6m_cust_myca_active,pre6m_cust_mob_logins,pre6m_total_mc_trs,acq_sub_chn,acq_type_grp,fee_type_grp,Cust_tenure,pre6m_spend_active_ind,highly_utilized_ind,min_pay_ind,paid_in_full_ind,sum_total_line_amt,direct_debit_ind,referrals,spillover,self_accts,Customer Low Quality indicator,cdss_most_rcnt_prob,cust_max_credit_12m_amt,cust_max_remit_12m_amt,cbr_3_score,cnsumr_chrg_actv_cust_cnt,cnsumr_chrg_avg_credit_12m_amt,cnsumr_lend_actv_cust_cnt,cnsumr_lend_tot_util_ratio,sow_revol_avg_paydown_pct,sow_tot_annual_ext_pmt_amt,sow_tot_revol_bal_amt,sow_tot_revol_cnt,sow_tot_trans_bal_amt,sow_tot_trans_cnt
573138,1,31,0,1," 4,888 ",986, 165 ,34," 4,723 ",952, 692 ," 1,161 ",304," 1,348 ",330, 658 ,84,4,4, 83 ,Unreferred,external,reduced_fee,18,1,0,0,0, -   ,0,0,0,0,0,0.001, 946 , 942 ,1159,1, 534 ,0,0,0, 219 , -   ,0, -   ,0
573139,1,31,0,0," 3,682 ",790," 1,097 ",224," 2,585 ",566, 458 ," 1,469 ",328, 211 ,98," 1,483 ",286,4,4, 8 ,MGM,external,no_fee,17,1,1,0,1," 6,000 ",1,1,0,0,0,0.001, 650 , 650 ,1072,0, -   ,1,0.604706,0, -   , -   ,0, -   ,0
573140,2,32,0,0," 3,086 ",854, 757 ,112," 2,329 ",742, 276 ," 1,373 ",260," 1,042 ",290," 1,392 ",182,5,5, (87),MGM,external,reduced_fee,11,1,0,0,0," 17,000 ",1,2,2,0,0,0.001, 808 , 808 ,1277,1, 365 ,1,0.124072,0, -   , -   ,0, -   ,0
573141,1,30,0,0, 944 ,52, 7 ,2, 937 ,50, 502 , 373 ,20, 481 ,14, 451 ,36,9,12, 11 ,MGM,external,no_fee,10,1,1,0,1," 4,000 ",0,0,0,0,0,0.005, 533 , 533 ,947,0, -   ,1,0,0, -   , -   ,0, -   ,0
573142,1,34,1,0," 7,561 ",192, 464 ,48," 7,098 ",144, 43 ," 6,305 ",184," 5,948 ",8," 1,045 ",92,8,21, (17),Affiliates,external,reduced_fee,9,1,0,0,1," 64,000 ",1,1,0,0,0,0," 4,354 "," 4,352 ",1376,0, -   ,1,0.009996,0," 3,621 ", -   ,0, 125 ,2
573143,1,45,0,0," 3,112 ",230, 200 ,36," 2,912 ",194, 131 ," 2,617 ",340," 1,251 ",14," 1,077 ",152,0,0, (36),In House,others,full_fee,59,1,0,0,1," 29,200 ",1,0,0,0,0,0," 1,555 ", 935 ,1304,0, -   ,1,0.046268,0," 7,376 ", -   ,0, 440 ,2
573144,3,57,1,1," 7,040 ",738," 1,556 ",334," 5,484 ",404," 1,025 "," 4,447 ",276," 3,904 ",200," 1,620 ",358,21,834, (171),MGM,spillover,full_fee,130,1,0,0,1," 136,933 ",0,9,9,3,1,0," 1,800 "," 1,763 ",1334,0, -   ,3,0.032916,0, -   , -   ,0, -   ,0
573145,1,57,1,1," 11,326 ",772," 2,592 ",100," 8,734 ",672," 2,448 "," 6,282 ",624," 4,552 ",16," 5,216 ",288,4,5, 74 ,Unreferred,spillover,full_fee,96,1,0,0,1," 79,200 ",1,0,0,0,0,0," 4,952 "," 4,950 ",1023,0, -   ,1,0.193917,0," 13,320 ", -   ,0, 595 ,3
573146,1,32,1,0," 4,258 ",900," 1,021 ",398," 3,237 ",502, 486 ," 2,038 ",320," 1,312 ",90," 1,019 ",432,6,6, 31 ,MGM,external,full_fee,22,1,0,0,1," 52,000 ",1,1,0,0,0,0, 851 , 731 ,1376,0, -   ,1,0.093176,0, -   , -   ,0, -   ,0
573147,1,30,1,0," 2,062 ",588, 474 ,170," 1,588 ",418, 66 , 469 ,136, 488 ,174, 610 ,192,3,3, (26),,,no_fee,5,1,0,0,1," 26,667 ",1,0,0,0,0,0, 515 , 512 ,1293,0, -   ,1,0.052632,0, -   , -   ,0, -   ,0
573148,1,49,0,0, 115 ,2, -   ,0, 115 ,2, -   , 115 ,4, -   ,0, -   ,0,6,7, 0 ,MGM,external,full_fee,42,1,0,1,0," 20,000 ",0,0,0,0,0,0, 88 , 88 ,1159,0, -   ,1,0,0, -   , -   ,0, -   ,0
573149,1,39,0,0," 2,729 ",162, 256 ,12," 2,474 ",150, 825 ," 2,258 ",244," 1,191 ",18," 1,003 ",98,8,19, 63 ,In House,others,full_fee,35,1,0,0,0," 19,733 ",1,0,0,0,0,0.02," 1,487 "," 1,431 ",1095,0, -   ,1,0.23708,0," 2,788 ", -   ,0, 1 ,2
573150,1,35,1,1," 6,705 ",1494, 272 ,68," 6,433 ",1426," 1,461 "," 3,857 ",1208," 1,924 ",568," 2,309 ",156,6,7, 117 ,MGM,external,reduced_fee,27,1,0,0,0, -   ,1,3,0,0,0,0," 1,252 "," 1,252 ",1182,1, 785 ,0,0,0.0341," 12,998 "," 3,389 ",2, 722 ,2
573151,1,37,1,0," 1,966 ",136, 620 ,66," 1,347 ",70, 127 ," 1,482 ",128, 408 ,18, 653 ,94,6,21, (26),Direct,external,reduced_fee,5,1,0,0,0," 33,333 ",0,0,0,0,0,0, 841 , 816 ,1350,0, -   ,1,0.024378,0.0401," 8,394 "," 1,023 ",2, 983 ,2
573152,1,78,0,0, 494 ,50, 68 ,4, 427 ,46, 125 , 339 ,88, -   ,0, 427 ,46,7,15, 5 ,,,no_fee,143,1,0,0,1," 40,000 ",0,0,0,0,0,0, 909 , 909 ,1235,0, -   ,1,0.016968,0.1078," 4,798 "," 1,992 ",2, 50 ,2
573153,2,45,0,0," 1,775 ",56, 27 ,4," 1,748 ",52, 225 , 202 ,56, 41 ,14," 1,496 ",24,11,19, 19 ,PDB (Personalized),external,no_fee,105,1,0,0,1," 37,867 ",0,0,0,0,0,0, 353 , 348 ,1251,0, -   ,2,0.002955,0," 1,065 ", -   ,0, (2),2
573154,2,48,0,0," 3,574 ",390," 1,174 ",90," 2,401 ",300, 239 , 847 ,108, -   ,0," 2,469 ",110,0,0, 11 ,Media,others,no_fee,45,1,0,0,1," 60,267 ",0,0,0,0,0,0.001, 442 , 417 ,1281,0, 8 ,2,0.196732,0.0571," 3,338 "," 1,486 ",2, -   ,0
573155,3,31,1,1," 10,135 ",538," 4,244 ",194," 5,891 ",344, 486 ," 4,806 ",404," 1,544 ",120, 770 ,100,21,585, 123 ,Unreferred,spillover,full_fee,28,1,1,0,1," 13,467 ",0,0,0,0,0,0.496," 2,443 "," 2,437 ",1235,1, 760 ,2,0.979593,0, -   , -   ,0, -   ,0
573156,1,35,1,0," 3,667 ",346, 486 ,190," 3,181 ",156," 1,922 "," 2,170 ",140, 654 ,50," 1,402 ",222,7,16, 53 ,MGM,spillover,reduced_fee,12,1,0,0,1," 27,667 ",1,1,0,0,0,0," 1,371 "," 1,292 ",1228,0, 316 ,1,0.070134,0, -   , -   ,0, -   ,0
573157,1,38,1,1," 4,804 ",734, 922 ,212," 3,882 ",522," 1,085 "," 2,078 ",260," 1,187 ",282," 2,863 ",330,7,13, (6),MGM,external,full_fee,5,1,1,0,1," 3,333 ",0,1,0,0,0,0.005," 1,355 "," 1,233 ",925,0, -   ,1,0.08988,0, -   , -   ,0, -   ,0
573158,1,42,0,0, 88 ,8, 54 ,2, 34 ,6, 3 , 14 ,4, 14 ,2, 54 ,2,4,4, 1 ,Direct,external,reduced_fee,1,0,0,0,0," 4,600 ",0,0,0,0,0,0.017, -   , -   ,719,0, -   ,1,0.018259,0, -   , -   ,0, -   ,0
573159,1,48,1,1," 2,684 ",636," 1,051 ",322," 1,634 ",314, 437 , 925 ,336, 791 ,50," 1,384 ",438,9,170, 53 ,Affiliates,external,full_fee,54,1,0,0,1," 71,133 ",1,0,0,0,0,0," 1,057 ", 971 ,1350,0, -   ,1,-0.003572,0," 3,597 ", -   ,0, 32 ,3
573160,2,43,0,0," 1,056 ",182, 149 ,28, 907 ,154, 116 , 622 ,52, 473 ,14, 425 ,60,9,15, 33 ,Unreferred,spillover,no_fee,20,1,1,1,0," 6,000 ",1,2,0,0,0,0.057, 256 , 252 ,955,1, 134 ,1,0.913986,0, -   , -   ,0, -   ,0
573161,1,44,0,0, 269 ,4, -   ,0, 269 ,4, -   , 21 ,4, 247 ,2, -   ,0,0,0, 3 ,MGM,external,no_fee,1,1,0,0,0, 667 ,0,0,0,0,0,0.008, -   , -   ,719,0, -   ,1,0.49349,0, -   , -   ,0, -   ,0
573162,1,36,0,0," 11,587 ",26," 11,318 ",16, 270 ,10, 107 , 715 ,20, -   ,0," 11,446 ",24,4,5, 161 ,Direct,external,reduced_fee,8,1,0,0,1," 34,000 ",0,0,0,0,0,0," 1,753 "," 1,753 ",1376,0, -   ,1,0,0," 9,761 ", -   ,0, 198 ,3
573163,1,28,0,0, 335 ,108, 170 ,80, 165 ,28, 40 , 106 ,16, 143 ,16, 146 ,62,4,4, 3 ,MGM,external,reduced_fee,3,1,0,0,0," 6,000 ",1,0,0,0,0,0.012, 60 , 60 ,1095,0, -   ,1,0.049963,0, -   , -   ,0, -   ,0
573164,1,36,0,0," 3,995 ",274, 162 ,18," 3,833 ",256, 106 ," 1,459 ",96," 1,254 ",52, 758 ,30,0,0, (17),In House,others,no_fee,15,1,0,0,1," 44,000 ",0,0,0,0,0,0," 3,238 "," 3,238 ",1342,0, -   ,1,0.099962,0, -   , -   ,0, -   ,0
573165,1,33,0,1," 4,147 ",624," 1,714 ",230," 2,433 ",394, 543 ," 1,113 ",232, 389 ,74," 2,700 ",330,0,0, 77 ,Unreferred,external,reduced_fee,26,1,0,0,0, -   ,1,0,0,0,0,0, 967 , 967 ,1144,1, 609 ,0,0,0, -   , -   ,0, -   ,0
573166,1,31,1,0," 4,432 ",672," 1,261 ",126," 3,171 ",546," 1,441 "," 1,061 ",196," 1,070 ",236," 1,952 ",210,4,4, (101),Partner,external,no_fee,7,1,0,0,1," 20,000 ",0,2,0,0,0,0, 728 , 667 ,1255,0, -   ,1,0.320164,0, -   , -   ,0, -   ,0
573167,1,48,1,0," 10,935 ",684," 4,127 ",308," 6,809 ",376," 1,030 "," 6,232 ",360," 1,762 ",76," 6,167 ",394,9,435, (63),Unreferred,external,full_fee,9,1,1,0,0," 9,333 ",1,1,0,0,0,0.001," 3,334 "," 3,330 ",952,0, -   ,1,0.024056,0, 397 , -   ,0, -   ,0
573168,1,31,0,0," 3,400 ",306, 415 ,100," 2,985 ",206, 95 ," 2,357 ",192, 792 ,68," 1,733 ",116,7,21, (20),Direct,external,full_fee,6,1,0,0,1," 15,000 ",0,0,0,0,0,0.001, 858 , 855 ,957,0, -   ,1,0.05922,0, -   , -   ,0, -   ,0
573169,1,33,0,0," 3,481 ",200, 275 ,56," 3,207 ",144, 962 ," 1,846 ",144," 1,874 ",56, 461 ,44,0,0, 32 ,Direct,external,reduced_fee,5,1,0,0,1," 37,333 ",0,0,0,0,0,0.001, 981 , 969 ,1197,0, -   ,1,0.257491,0.0354," 5,064 "," 2,629 ",2, 143 ,2
573170,3,48,0,1," 14,021 ",772," 3,269 ",168," 10,752 ",604," 5,234 "," 4,350 ",760," 6,518 ",248," 5,921 ",384,21,117," 1,206 ",Unreferred,external,full_fee,78,1,1,0,0," 84,000 ",0,0,0,0,0,0.013," 2,524 "," 2,522 ",909,1," 1,150 ",2,0.92537,0.0597," 13,084 "," 16,479 ",5, -   ,0
573171,2,42,1,0," 9,690 ",1304," 2,045 ",358," 7,646 ",946," 2,178 "," 3,795 ",404," 1,749 ",304," 4,440 ",504,5,7, 52 ,Unreferred,external,no_fee,21,1,0,0,1," 91,333 ",1,1,0,0,0,0.001," 2,601 "," 2,562 ",958,0, -   ,2,0.077172,0, -   , -   ,0, -   ,0
573172,1,37,0,0," 1,334 ",270, 245 ,78," 1,088 ",192, 213 , 224 ,28, 899 ,186, 398 ,78,7,9, (56),MGM,external,no_fee,6,1,0,0,1," 27,600 ",1,1,0,0,0,0, 269 , 269 ,1323,0, -   ,1,0.020007,0.4997, 327 , 265 ,2, -   ,0
573173,1,45,0,0, 382 ,16, 98 ,6, 284 ,10, 34 , 284 ,20, -   ,2, 66 ,6,6,8, 253 ,Unreferred,external,no_fee,22,1,1,0,0," 28,000 ",0,1,0,0,0,0.154, 309 , 233 ,905,0, -   ,1,0.859191,0.0494," 3,178 "," 6,935 ",7, -   ,2
573174,1,49,1,1," 3,674 ",496," 1,436 ",188," 2,238 ",308, 142 ," 2,560 ",388, 298 ,66," 2,035 ",274,9,21, 48 ,MGM,external,full_fee,42,1,0,0,1," 49,600 ",0,0,0,0,0,0, 686 , 640 ,1300,0, -   ,1,0.027586,0, -   , -   ,0, -   ,0
573175,1,44,0,0," 2,899 ",292, 364 ,58," 2,535 ",234, 819 ," 1,920 ",352, 678 ,42," 1,705 ",212,9,22, (18),MGM,spillover,full_fee,13,1,0,0,1," 40,000 ",0,0,0,0,0,0, 811 , 807 ,1372,0, -   ,1,0.030812,0.4836," 1,355 ", 241 ,2, -   ,0
573176,1,35,1,0," 1,847 ",98, 192 ,18," 1,655 ",80, 382 ," 1,006 ",48," 1,252 ",22, 384 ,32,7,9, 12 ,Affiliates,external,no_fee,21,1,0,0,1," 34,800 ",1,0,0,0,0,0, 540 , 540 ,1205,0, -   ,1,0.138018,0, -   , -   ,0, -   ,0
573177,1,65,0,0," 3,932 ",172, 435 ,42," 3,497 ",130, 575 ," 2,740 ",192," 1,216 ",34," 1,860 ",80,9,153, (132),MGM,external,full_fee,9,1,0,0,1," 43,200 ",0,0,0,0,0,0.01," 1,280 "," 1,170 ",1232,0, 404 ,1,0.168185,0.0294," 3,543 "," 3,222 ",2, 19 ,2
573178,1,32,1,0, 424 ,50, 104 ,26, 320 ,24, 198 , -   ,0, 41 ,4, 293 ,28,4,4, (7),Affiliates,external,no_fee,3,1,0,0,1," 8,000 ",1,0,0,0,0,0.038, 28 , 28 ,961,0, -   ,1,0.069872,0, -   , -   ,0, -   ,0
573179,1,34,0,0," 5,808 ",256, 64 ,12," 5,744 ",244," 4,741 ", 827 ,208," 4,376 ",130, 429 ,50,9,1152, 133 ,Unreferred,external,no_fee,10,1,0,0,1," 60,000 ",1,1,0,0,0,0," 3,103 "," 3,103 ",947,0, -   ,1,0.134909,0, -   , -   ,0, -   ,0
573180,1,38,1,0," 1,088 ",108, 500 ,76, 588 ,32, 15 , 370 ,24, 195 ,6, 637 ,62,4,5, 9 ,MGM,spillover,reduced_fee,13,1,0,0,1," 23,800 ",1,0,0,0,0,0, 576 , 576 ,1251,0, 6 ,1,0.131575,0.01, 16 , 825 ,2, -   ,0
573181,1,36,0,0," 1,257 ",290, 293 ,166, 964 ,124, 57 , 532 ,124, 62 ,8, 818 ,226,0,0, (0),MGM,external,no_fee,,,,,, -   ,,,,,,0," 1,026 ", 955 ,1331,0, 135 ,0,0,0, -   , -   ,0, -   ,0
573182,1,32,1,0, 477 ,54, 146 ,10, 331 ,44, 128 , 297 ,64, 143 ,22, 253 ,18,8,9, 2 ,MGM,external,no_fee,15,1,0,0,1," 34,400 ",1,0,0,0,0,0, 373 , 365 ,1296,0, -   ,1,0.006591,0, -   , -   ,0, -   ,0
573183,1,34,0,0, 986 ,26, -   ,0, 986 ,26, 180 , 986 ,52, -   ,0, 256 ,8,0,0, 61 ,MGM,external,no_fee,8,1,0,0,0," 32,000 ",0,0,0,0,0,0.025, 149 , 133 ,1159,0, -   ,1,0.280375,0.1735," 1,374 ", 409 ,3, -   ,0
573184,1,40,1,0," 2,749 ",246," 1,305 ",80," 1,444 ",166, 445 ," 1,607 ",216, 486 ,6," 1,377 ",190,5,106, (12),Direct,external,reduced_fee,4,1,0,0,1," 21,333 ",0,0,0,0,0,0, 894 , 878 ,1331,0, -   ,1,0.145602,0, -   , -   ,0, -   ,0
573185,1,41,0,0," 1,233 ",40, 234 ,14, 998 ,26, 68 , 774 ,16, -   ,0," 1,070 ",26,4,4, (71),MGM,external,reduced_fee,2,1,0,0,0," 13,333 ",1,2,0,0,0,0.001, 4 , -   ,1000,0, -   ,1,0.00786,0, -   , -   ,0, -   ,0
573186,1,35,0,0," 2,326 ",364, 308 ,58," 2,018 ",306," 1,063 ", 830 ,196, 729 ,142, 480 ,98,3,3, (5),MGM,external,no_fee,,,,,, -   ,,,,,,, -   , -   ,,, -   ,,,, -   , -   ,, -   ,
573187,1,41,0,0," 2,050 ",186, 789 ,80," 1,262 ",106, 252 , 569 ,76, 485 ,20," 1,103 ",110,0,0, 93 ,MGM,external,reduced_fee,11,1,1,0,0," 8,000 ",1,0,0,0,0,0.016, 448 , 448 ,861,0, -   ,1,0.22557,0, -   , -   ,0, -   ,0
573188,2,33,1,0," 1,910 ",226, 636 ,114," 1,274 ",112, 96 , 486 ,96, -   ,0," 1,331 ",130,0,0, (5),Affiliates,external,reduced_fee,8,1,0,0,1," 35,333 ",0,0,0,0,0,0.001," 1,525 "," 1,525 ",940,0, -   ,2,-0.000604,0, -   , -   ,0, -   ,0
573189,2,32,0,0," 3,701 ",326, 896 ,126," 2,805 ",200, 710 , 971 ,276," 1,700 ",84, 588 ,140,11,17, 3 ,In House,others,no_fee,41,1,0,0,0," 67,200 ",0,2,0,0,0,0," 2,231 "," 2,052 ",1251,1, 517 ,1,0,0.01," 2,085 "," 1,255 ",2, -   ,0
573190,1,36,0,0," 3,737 ",312, 651 ,114," 3,087 ",198, 746 ," 1,940 ",160," 1,144 ",34," 1,966 ",188,8,26, 12 ,Unreferred,spillover,full_fee,32,1,0,0,0, -   ,0,1,0,0,0,0.001," 1,770 "," 1,745 ",1175,1, 792 ,0,0,0, -   , -   ,0, -   ,0
573191,3,45,1,1," 13,952 ",524," 7,788 ",208," 6,164 ",316," 2,190 "," 3,071 ",192," 2,743 ",66," 9,022 ",214,21,63, (35),Partner,spillover,full_fee,115,1,0,1,0," 62,933 ",0,0,0,0,0,0," 3,703 "," 3,703 ",0,0, -   ,3,0.0001,0, -   , -   ,0, -   ,0
573192,1,47,1,0, 3 ,2, -   ,0, 3 ,2, 3 , 3 ,4, -   ,0, -   ,0,0,0, (1),Unreferred,external,no_fee,111,1,0,0,1," 39,200 ",1,0,0,0,0,0, 8 , 4 ,1194,0, -   ,1,0,0.0289," 16,619 "," 7,014 ",2," 1,635 ",2
573193,2,47,1,1," 15,174 ",816," 1,637 ",190," 13,537 ",626," 3,171 "," 9,522 ",956," 3,541 ",34," 3,381 ",310,15,89, 175 ,Affiliates,spillover,full_fee,35,1,0,0,1," 120,000 ",1,0,0,0,0,0," 3,937 "," 2,866 ",1228,1, 84 ,1,0.016049,0, -   , -   ,0, -   ,0
573194,1,40,0,0," 1,594 ",122," 1,398 ",96, 196 ,26, 16 , 40 ,12, 8 ,2," 1,319 ",86,5,5, 5 ,Unreferred,external,no_fee,19,1,0,0,1," 42,000 ",1,0,0,0,0,0, 408 , 408 ,1350,0, -   ,1,0.037879,0, 313 , -   ,0, 15 ,2
573195,3,49,1,1," 7,688 ",1408," 2,805 ",572," 4,883 ",836, 764 ," 3,198 ",536, 583 ,212," 5,660 ",704,18,51, 598 ,Unreferred,spillover,full_fee,188,1,0,0,0," 164,800 ",1,0,0,0,0,0.001," 8,968 "," 8,968 ",961,0, -   ,3,0.020701,0.2916," 13,057 "," 10,377 ",3, -   ,0
573196,1,64,0,0," 21,972 ",408," 3,702 ",104," 18,271 ",304, 729 ," 1,571 ",220," 5,493 ",36," 15,310 ",322,6,14, (300),MGM,spillover,full_fee,8,1,0,0,0," 58,400 ",0,4,1,0,0,0.003," 8,514 "," 8,432 ",1102,0, -   ,1,0.477642,0," 54,606 ", -   ,0, (585),4
573197,2,37,1,0," 2,888 ",494, 739 ,156," 2,149 ",338, 131 , 580 ,80, 821 ,230," 1,395 ",190,5,5, (74),Partner,external,no_fee,64,1,0,0,1," 88,000 ",1,4,4,0,0,0," 1,241 "," 1,122 ",1376,0, 0 ,2,0.030977,0, -   , -   ,0, -   ,0
573198,1,39,1,1," 2,383 ",538, 715 ,140," 1,668 ",398, 16 , 810 ,100, 878 ,260," 1,018 ",208,4,4, 77 ,MGM,external,reduced_fee,25,1,0,0,0, -   ,1,0,0,0,0,0, 536 , 536 ,1140,1, 271 ,0,0,0, -   , -   ,0, -   ,0
573199,1,32,0,0," 3,682 ",86, 300 ,30," 3,382 ",56," 1,217 "," 2,030 ",52," 2,191 ",16, 997 ,28,3,3, (7),MGM,external,full_fee,9,1,0,0,1," 30,667 ",1,2,1,0,0,0," 1,119 "," 1,119 ",1323,0, -   ,1,0.016747,0, -   , -   ,0, -   ,0
573200,1,63,1,0," 14,816 ",1024," 4,223 ",280," 10,593 ",744, 837 ," 6,619 ",452," 6,231 ",216," 5,995 ",408,0,0, (86),Partner,external,full_fee,9,1,0,0,0," 49,400 ",1,1,0,0,0,0," 4,083 "," 4,004 ",1327,0, -   ,1,0.092159,0.0248, 687 ," 1,705 ",2, -   ,0
573201,1,59,1,0," 1,699 ",162," 1,356 ",142, 344 ,20, 37 , 107 ,12, 91 ,4, 984 ,116,6,70, (29),Paid Search,external,no_fee,3,1,0,0,1," 8,000 ",0,0,0,0,0,0, 377 , 377 ,1319,0, -   ,1,0.228827,0, -   , -   ,0, -   ,0
573202,1,37,1,0," 1,206 ",192, 330 ,56, 876 ,136, 96 , 657 ,100, 82 ,40, 412 ,72,4,8, 1 ,MGM,external,full_fee,1,0,0,0,0," 6,667 ",0,0,0,0,0,0.001, -   , -   ,1030,0, -   ,1,0.017653,0, -   , -   ,0, -   ,0
573203,1,60,0,0, -   ,0, -   ,0, -   ,0, -   , -   ,0, -   ,0, -   ,0,4,4, (0),Media,external,no_fee,1,0,0,0,0, 667 ,0,0,0,0,0,0.012, -   , -   ,759,0, -   ,1,0,0, -   , -   ,0, -   ,0
573204,1,40,1,0," 2,775 ",418, 841 ,162," 1,934 ",256, 245 ," 1,089 ",284, 727 ,70," 1,073 ",196,9,324, 0 ,Unreferred,external,full_fee,70,1,0,0,1," 38,333 ",0,1,1,0,0,0," 2,547 "," 1,884 ",1285,1, 784 ,0,0,0.0579," 3,052 "," 2,740 ",4, -   ,0
573205,1,57,1,0," 2,798 ",502, 627 ,218," 2,171 ",284, 367 ," 1,143 ",180, 224 ,112," 1,740 ",282,7,27, (38),MGM,spillover,reduced_fee,16,1,0,0,0," 68,067 ",0,3,3,0,0,0," 2,419 "," 1,276 ",1209,0, 6 ,1,0.001928,0, 103 , -   ,0, -   ,0
573206,1,40,1,0," 5,950 ",382," 2,277 ",212," 3,673 ",170, 318 ," 3,107 ",136," 2,384 ",4," 1,923 ",230,7,12, 30 ,Unreferred,external,full_fee,49,1,0,0,1," 40,000 ",0,0,0,0,0,0," 2,302 "," 2,297 ",1315,0, -   ,1,0.13985,0.01," 4,413 "," 3,476 ",2, 344 ,3
573207,1,56,0,0," 1,393 ",148, 615 ,74, 778 ,74, 186 , 745 ,96, -   ,0," 1,046 ",92,4,4, 7 ,Affiliates,external,no_fee,65,1,0,0,1," 27,600 ",1,0,0,0,0,0, 458 , 448 ,1372,0, -   ,1,0.028249,0," 1,324 ", -   ,0, 75 ,3
573208,1,65,1,0," 12,596 ",620," 2,255 ",202," 10,342 ",418," 1,354 "," 7,340 ",488," 5,574 ",134," 4,651 ",370,9,41, (76),E-Mails,external,full_fee,57,1,0,0,1," 120,000 ",1,0,0,0,0,0," 10,351 "," 8,315 ",1350,0, -   ,1,0.059936,0, -   , -   ,0, -   ,0
573209,1,40,0,1," 6,981 ",176, 321 ,16," 6,660 ",160," 3,717 "," 2,434 ",88," 2,597 ",84," 3,668 ",22,0,0, 212 ,In House,external,reduced_fee,16,1,0,0,0, -   ,1,0,0,0,0,0," 1,547 "," 1,547 ",1376,0, -   ,0,0,0, -   , -   ,0, -   ,0
573210,1,35,0,0," 1,414 ",250, 446 ,118, 968 ,132, 262 , 711 ,168, 80 ,2," 1,005 ",212,4,4, 45 ,MGM,external,no_fee,11,1,0,0,0," 24,000 ",1,1,0,0,0,0.001, 441 , 434 ,1190,0, -   ,1,0.167605,0.0501," 2,924 ", 832 ,2, -   ,0
573211,1,44,1,0," 10,667 ",974," 2,542 ",248," 8,126 ",726," 2,229 "," 6,374 ",840," 2,700 ",106," 3,853 ",470,4,4, 22 ,Partner,external,no_fee,7,1,0,0,1," 62,667 ",1,0,0,0,0,0," 4,123 "," 4,123 ",1262,0, -   ,1,0.183278,0," 27,693 ", -   ,0, 899 ,4
573212,2,41,1,0," 4,469 ",384," 1,048 ",56," 3,421 ",328, 447 ," 2,714 ",220, 974 ,194," 2,039 ",146,15,33, 1 ,Unreferred,external,no_fee,118,1,0,0,1," 58,000 ",0,0,0,0,0,0," 1,448 "," 1,448 ",1239,0, -   ,2,0.175295,0.01," 4,472 "," 2,061 ",2, 8 ,2
573213,1,49,1,0," 11,084 ",642," 1,535 ",288," 9,549 ",354, 793 ," 1,153 ",444," 8,040 ",66," 2,122 ",438,9,20, 38 ,Unreferred,external,no_fee,61,1,0,0,0," 36,000 ",0,1,0,0,0,0," 3,028 "," 3,021 ",1350,0, -   ,1,0.004293,0, -   , -   ,0, -   ,0
573214,2,46,1,0," 3,606 ",704," 1,322 ",374," 2,285 ",330, 1 ," 1,840 ",604," 1,230 ",12," 1,024 ",218,15,245, (41),MGM,external,no_fee,32,1,0,0,1," 64,800 ",1,0,0,0,0,0, 983 , 975 ,1376,0, -   ,2,0.036427,0, 47 , -   ,0, 3 ,2
573215,1,77,0,0, -   ,0, -   ,0, -   ,0, -   , -   ,0, -   ,0, -   ,0,5,10, (0),MGM,spillover,full_fee,9,0,0,0,1," 13,200 ",0,0,0,0,0,0, 400 , 400 ,1338,0, -   ,1,0,0, -   , -   ,0, -   ,0
573216,1,38,1,1," 8,601 ",1252," 1,628 ",284," 6,973 ",968, 983 ," 2,610 ",520," 1,634 ",382," 3,866 ",468,8,29, 46 ,MGM,external,full_fee,26,1,0,0,1," 40,000 ",0,1,0,0,0,0," 1,803 "," 1,721 ",1334,0, -   ,1,0.267938,0," 2,389 ", -   ,0, 413 ,2
573217,1,33,1,0," 4,103 ",334," 1,302 ",98," 2,802 ",236, 775 ," 2,472 ",404," 1,637 ",80," 1,432 ",108,5,5, (30),MGM,external,no_fee,15,1,1,0,1," 7,200 ",0,2,0,0,0,0.004," 1,187 "," 1,187 ",938,0, -   ,1,0.031988,0, -   , -   ,0, -   ,0
573218,1,36,0,0," 9,359 ",464," 3,113 ",196," 6,246 ",268, 997 ," 4,326 ",252," 1,721 ",46," 6,768 ",358,0,0, 331 ,Partner,external,no_fee,14,1,1,0,1," 37,333 ",0,2,0,0,0,0.026," 3,849 "," 3,849 ",1315,0, -   ,1,0.975778,0, -   , -   ,0, -   ,0
573219,1,36,1,0, 853 ,76, 785 ,54, 67 ,22, -   , 23 ,4, 10 ,10, 183 ,60,6,7, 35 ,Unreferred,external,no_fee,13,1,1,1,0," 8,000 ",1,0,0,0,0,0.064, 64 , 56 ,1274,0, -   ,1,0.757026,0.1378," 7,698 "," 1,316 ",5, 54 ,2
573220,1,33,0,0," 3,655 ",310," 1,173 ",88," 2,483 ",222, 335 ," 1,038 ",204, 965 ,64," 1,823 ",144,4,4, (19),Paid Search,external,reduced_fee,7,1,0,0,0," 32,000 ",0,1,0,0,0,0," 1,032 "," 1,032 ",1133,0, -   ,1,0.007441,0, -   , -   ,0, -   ,0
